author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
MR Group;developer;https://www.cian.ru/sale/flat/305346556/;Москва;sale;flat;25;30;1;37.3;16642215.0;Покровское-Стрешнево;;;Тушинская;Ситизен ЖК
MR Group;developer;https://www.cian.ru/sale/flat/300287761/;Москва;sale;flat;7;43;1;37.36;20231748.0;Савеловский;2-я Хуторская ;34;Дмитровская;SYMPHONY 34
METRAGE;real_estate_agent;https://www.cian.ru/sale/flat/306923760/;Москва;sale;flat;6;14;1;30.0;6700000.0;; Уточкина;7к1;Силикатная;Алхимово
MR Group;developer;https://www.cian.ru/sale/flat/300288577/;Москва;sale;flat;4;36;1;39.62;23782697.0;Савеловский;;;Дмитровская;Симфония 34 ЖК
MR Group;developer;https://www.cian.ru/sale/flat/300288916/;Москва;sale;flat;23;54;1;38.87;20560481.0;Савеловский;2-я Хуторская ;34;Дмитровская;SYMPHONY 34
Среда;developer;https://www.cian.ru/sale/flat/307824105/;Москва;sale;flat;14;44;1;31.61;14867605.0;Кунцево;48-й кв-л;;Кунцевская;Кутузовский Квартал ЖК
Sminex;developer;https://www.cian.ru/sale/flat/306155002/;Москва;sale;flat;16;23;1;57.4;75920000.0;Пресненский;;;Улица 1905 года;Лайф Тайм ЖК
MR Group;developer;https://www.cian.ru/sale/flat/306611512/;Москва;sale;flat;25;59;1;43.6;;Можайский;;;Давыдково;Веер ЖК
ФСК;developer;https://www.cian.ru/sale/flat/307591169/;Москва;sale;flat;9;23;1;47.4;20396220.0;Покровское-Стрешнево;;;Тушинская;Скай Гарден ЖК
Среда;developer;https://www.cian.ru/sale/flat/306552079/;Москва;sale;flat;11;27;1;41.5;18094000.0;Очаково-Матвеевское;Очаково мкр;;Аминьевская;Среда на Лобачевского
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/307196268/;Москва;sale;flat;12;19;1;45.7;22606693.0;Савеловский;Старый Петровско-Разумовский проезд;1/23С5;Гражданская;Петровский парк II
Донстрой;developer;https://www.cian.ru/sale/flat/306642989/;Москва;sale;flat;19;25;1;39.9;26134500.0;Лефортово;;;Римская;Символ ЖК
Самолет Плюс Москва;real_estate_agent;https://www.cian.ru/sale/flat/306824953/;Москва;sale;flat;6;45;1;45.6;13650000.0;Бескудниковский;Дмитровское шоссе;вл89;Селигерская;Дмитровское шоссе, вл89
STONE;developer;https://www.cian.ru/sale/flat/307657688/;Москва;sale;flat;2;33;1;41.5;17392650.0;Сокольники; Матросская Тишина;1АС68;Сокольники;Sokolniki
Бест офис на Таганской;real_estate_agent;https://www.cian.ru/sale/flat/307112252/;Москва;sale;flat;3;9;1;39.1;10000000.0;Гольяново;Щелковское шоссе;29;Щёлковская;
Стадион Спартак;developer;https://www.cian.ru/sale/flat/292274897/;Москва;sale;flat;3;22;1;52.5;32907000.0;Покровское-Стрешнево;Россини кв-л;;Спартак;Клубный Город на Реке Примавера ЖК
Брусника;developer;https://www.cian.ru/sale/flat/307671839/;Москва;sale;flat;4;27;1;54.15;21870000.0;Бутырский;;;Улица Милашенкова;Квартал Монс ЖК
FALCON GROUP;real_estate_agent;https://www.cian.ru/sale/flat/306927875/;Москва;sale;flat;37;41;1;35.0;17800000.0;Хорошево-Мневники;Шелепихинская набережная;34к1;Шелепиха;Сердце Столицы
Sminex;developer;https://www.cian.ru/sale/flat/306154912/;Москва;sale;flat;4;23;1;76.5;76280000.0;Пресненский;;;Улица 1905 года;Лайф Тайм ЖК
Брусника;developer;https://www.cian.ru/sale/flat/306792346/;Москва;sale;flat;10;21;1;47.3;33860000.0;Даниловский;Дубининская ;вл59к2;;Дом А
MR Group;developer;https://www.cian.ru/sale/flat/306610313/;Москва;sale;flat;14;59;1;53.3;;Можайский;;;Давыдково;Веер ЖК
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/307250749/;Москва;sale;flat;5;12;1;56.34;28243242.0;;;В19 кв-л;Серебряный Бор;Сберсити ЖК
Стадион Спартак;developer;https://www.cian.ru/sale/flat/289490578/;Москва;sale;flat;4;22;1;53.7;34641870.0;Покровское-Стрешнево;Вивальди кв-л;;Спартак;Клубный Город на Реке Примавера ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/305924675/;Москва;sale;flat;1;5;1;32.0;9250000.0;Гольяново;Байкальская ;33К2;Гольяново;
Стадион Спартак;developer;https://www.cian.ru/sale/flat/282960152/;Москва;sale;flat;2;13;1;63.1;37872620.0;Покровское-Стрешнево;Вивальди кв-л;;Спартак;Клубный Город на Реке Примавера ЖК
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/306173675/;Москва;sale;flat;2;6;1;41.8;25490000.0;Беговой; 3-я Ямского Поля;9к2;Белорусская;Art Residence
МИЭЛЬ;real_estate_agent;https://www.cian.ru/sale/flat/307255955/;Москва;sale;flat;3;3;1;18.9;5570000.0;Басманный;Большая Почтовая ;38С6;Электрозаводская;
ID 12854720;realtor;https://www.cian.ru/sale/flat/305586250/;Москва;sale;flat;1;6;1;26.0;5990000.0;Вешняки;аллея Первой Маевки;15с4;Вешняки;
А101;developer;https://www.cian.ru/sale/flat/306745444/;Москва;sale;flat;6;9;1;34.1;6889808.0;;;2;Толстопальцево;Родные кварталы ЖК
ПИК;developer;https://www.cian.ru/sale/flat/305234623/;Москва;sale;flat;9;9;1;33.1;7268230.0;;;4.3;Филатов Луг;Середневский Лес ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307011427/;Москва;sale;flat;10;17;1;42.84;7299147.0;;;к12;Филатов Луг;Цветочные Поляны ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307017598/;Москва;sale;flat;10;14;1;34.61;7302606.0;;;к22;Щербинка;Остафьево ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307017596/;Москва;sale;flat;9;14;1;35.51;7330613.0;;;к22;Щербинка;Остафьево ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307016723/;Москва;sale;flat;2;12;1;35.81;7307639.0;;;к23;Щербинка;Остафьево ЖК
А101;developer;https://www.cian.ru/sale/flat/306745467/;Москва;sale;flat;7;9;1;36.3;7331374.0;;;2;Толстопальцево;Родные кварталы ЖК
ПИК;developer;https://www.cian.ru/sale/flat/307511525/;Москва;sale;flat;2;11;1;34.4;7430963.0;Южное Бутово;;;Щербинка;Никольские Луга ЖК
ПИК;developer;https://www.cian.ru/sale/flat/303687762/;Москва;sale;flat;9;9;1;32.27;7395380.0;;;к4.2;Филатов Луг;Середневский Лес ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307017591/;Москва;sale;flat;10;14;1;34.44;7364718.0;;;к22;Щербинка;Остафьево ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307017589/;Москва;sale;flat;14;14;1;38.4;7375604.0;;;к22;Щербинка;Остафьево ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307016774/;Москва;sale;flat;2;12;1;35.81;7448461.0;;;к21;Щербинка;Остафьево ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307017036/;Москва;sale;flat;9;14;1;35.81;7416280.0;;;к20;Щербинка;Остафьево ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307019631/;Москва;sale;flat;15;17;1;34.6;7392153.0;;;к4;Филатов Луг;Квартал Марьино ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307019803/;Москва;sale;flat;8;17;1;32.34;7604960.0;;;к2;Филатов Луг;Квартал Марьино ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307019793/;Москва;sale;flat;14;17;1;32.89;7641854.0;;;к2;Филатов Луг;Квартал Марьино ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307019488/;Москва;sale;flat;8;12;1;34.78;7612688.0;;;к1;Филатов Луг;Квартал Марьино ЖК
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/303066590/;Москва;sale;flat;2;14;1;32.5;;;;;Кедровая;Новые Ватутинки, мкр. Заречный
А101;developer;https://www.cian.ru/sale/flat/306745770/;Москва;sale;flat;10;17;1;32.9;7734192.0;;;7.1;Улица Горчакова;Бунинские Кварталы ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307019785/;Москва;sale;flat;14;17;1;33.94;7701072.0;;;к2;Филатов Луг;Квартал Марьино ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307019483/;Москва;sale;flat;9;17;1;36.4;7678084.0;;;к1;Филатов Луг;Квартал Марьино ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307017945/;Москва;sale;flat;3;14;1;36.4;7656412.0;; Аэростатная;14к2;Рассказовка;Новое Внуково
ПИК;developer;https://www.cian.ru/sale/flat/306483887/;Москва;sale;flat;6;28;1;32.3;7705003.0;Крюково;Зеленоград;6.5;Зеленоград — Крюково;Зелёный парк
Монолит Столица;real_estate_agent;https://www.cian.ru/sale/flat/304881627/;Москва;sale;flat;1;15;1;37.6;7800000.0;; Гренадерская;9к1;Ольховая;
ПИК;developer;https://www.cian.ru/sale/flat/303687802/;Москва;sale;flat;9;9;1;36.0;7840728.0;;;к4.2;Филатов Луг;Середневский Лес ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307011518/;Москва;sale;flat;10;13;1;36.08;7841661.0;;;к11;Филатов Луг;Цветочные Поляны ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307019622/;Москва;sale;flat;14;17;1;37.22;7839351.0;;;к4;Филатов Луг;Квартал Марьино ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307019481/;Москва;sale;flat;16;17;1;34.47;7815625.0;;;к1;Филатов Луг;Квартал Марьино ЖК
А101;developer;https://www.cian.ru/sale/flat/306747329/;Москва;sale;flat;8;9;1;34.7;7782985.0;;;9.1;Улица Горчакова;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/306748454/;Москва;sale;flat;7;22;1;34.2;7822952.0;;;5.1;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/306745777/;Москва;sale;flat;3;17;1;36.7;7843502.0;;;7.1;Улица Горчакова;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/306747334/;Москва;sale;flat;6;17;1;33.0;7817189.0;;;9.1;Улица Горчакова;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/306747951/;Москва;sale;flat;2;9;1;34.7;7841010.0;;;5.1;Бунинская аллея;Бунинские Кварталы ЖК
;;https://www.cian.ru/sale/flat/277241812/;Москва;sale;flat;4;7;1;45.92;7760480.0;;;к6;Рассказовка;Эдельвейс ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307017233/;Москва;sale;flat;2;14;1;32.67;7880365.0;;;к19;Щербинка;Остафьево ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307019769/;Москва;sale;flat;17;17;1;38.24;7866496.0;;;к2;Филатов Луг;Квартал Марьино ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307019623/;Москва;sale;flat;12;17;1;38.27;7858800.0;;;к4;Филатов Луг;Квартал Марьино ЖК
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/306784499/;Москва;sale;flat;8;22;1;26.3;7995200.0;;;;Прокшино;Новая Звезда ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307017004/;Москва;sale;flat;9;14;1;37.22;7974996.0;;;к20;Щербинка;Остафьево ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307013763/;Москва;sale;flat;8;9;1;38.27;7999871.0;;;к1;Силикатная;Подольские Кварталы ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307011515/;Москва;sale;flat;9;10;1;33.79;8112137.0;;;к11;Филатов Луг;Цветочные Поляны ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307011466/;Москва;sale;flat;5;13;1;32.59;8060605.0;;;к8;Филатов Луг;Цветочные Поляны ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307017734/;Москва;sale;flat;9;9;1;33.56;8099001.0;;;к31;Рассказовка;Новое Внуково ЖК
Самолет;developer;https://www.cian.ru/sale/flat/307018004/;Москва;sale;flat;9;9;1;35.56;8123362.0;;;к32;Рассказовка;Новое Внуково ЖК
Аквилон;developer;https://www.cian.ru/sale/flat/306728340/;Москва;sale;flat;6;23;1;25.1;8131073.0;Отрадное;Сигнальный проезд;12;Владыкино;Akvilon Signal
